	Sz	mEndo	mPeric	mMgl	mEpend	mRgl3	mRgl2	mRgl1	mNProg	mNbM	mNbML2	mNbL2	mNbDA	mDA0	mDA1	mDA2	mNbML1	mNbML3	mNbL1	mNbML4	mRN	mGaba1b	mGaba1a	mGaba2	mSert	mOMTN	mNbML5
Paqr8	0.0102	0.0705	0.038	0.1007	0.4262	0.4301	0.7058	0.1446	0.0357	0.0473	0.0461	0.0434	0.038	0.0216	0.0315	0.034	0.034	0.0315	0.04	0.0403	0.1204	0.05	0.0909	0.2273	0.1355	0.207	0.0497
Paqr9	0.0043	0.0302	0.0165	0.0381	0.0651	0.0401	0.0157	0.0355	0.0167	0.0178	0.0107	0.0336	0.0506	0.0535	0.088	0.0848	0.0427	0.0302	0.0926	0.0874	0.0915	0.0621	0.0229	0.2394	0.0877	0.0999	0.0188
Pard3	0.5076	0.6912	0.6364	0.3725	0.3851	0.3695	0.6272	0.6337	0.7382	0.4667	0.3117	0.5772	0.4076	0.436	0.332	0.3197	0.4103	0.4843	0.3676	0.4393	0.4457	0.2853	0.3681	0.4985	0.4475	0.6763	0.2803
Pard3b	0.0122	0.1161	0.1523	0.0387	0.5722	0.4524	0.3085	0.147	0.2534	0.0478	0.0293	0.0983	0.0751	0.0253	0.125	0.1188	0.0586	0.0374	0.0437	0.1349	0.1364	0.0212	0.0478	0.157	0.0262	0.102	0.0773
Pard6a	0.2783	0.1925	0.1414	0.2148	0.3954	0.182	0.1986	0.2754	0.1821	0.131	0.1488	0.1825	0.2211	0.2527	0.1685	0.1886	0.1457	0.3187	0.391	0.4209	0.4174	0.4128	0.3476	0.5683	0.3802	0.413	0.174
Pard6b	0.0076	0.0478	0.0288	0.0344	0.1441	0.039	0.1505	0.0726	0.0463	0.0316	0.0625	0.0655	0.0285	0.0486	0.0345	0.0352	0.0814	0.0701	0.0797	0.0399	0.0759	0.0334	0.0224	0.069	0.0912	0.0201	0.019
Pard6g	0.2924	0.2114	0.2197	0.2949	0.2409	0.289	0.2062	0.2361	0.3456	0.1329	0.2594	0.6677	0.1651	0.2601	0.2477	0.3555	0.4027	0.2332	0.3057	0.4409	0.4325	0.165	0.1748	0.416	0.5113	0.2777	0.195
Parg	0.1219	0.2324	0.1769	0.1222	0.1425	0.2642	0.1367	0.3052	0.2639	0.1088	0.0976	0.1961	0.0873	0.1845	0.3767	0.0801	0.1001	0.1631	0.2127	0.227	0.2143	0.1026	0.0821	0.2	0.2252	0.2335	0.0876
Park2	0.0196	0.0723	0.0455	0.0881	0.3135	0.0954	0.1068	0.2262	0.0588	0.093	0.0514	0.1978	0.0731	0.1918	0.0835	0.1784	0.0467	0.24	0.0974	0.1057	0.1377	0.0521	0.1118	0.2543	0.1836	0.2092	0.0448
Park7	5.3976	3.2134	2.3799	3.566	2.9232	3.2566	3.6667	3.599	3.9541	2.0003	2.1667	2.5196	1.8691	1.9902	3.6792	2.701	2.8401	4.2782	3.0388	4.895	6.418	3.8267	4.8939	5.9292	5.2812	6.4981	2.1589
Parl	0.2941	0.24	0.2324	0.3341	0.2106	0.3816	0.2762	0.514	0.3327	0.2402	0.1636	0.2683	0.1234	0.1321	0.1965	0.2132	0.2326	0.3981	0.3232	0.3506	0.3715	0.2555	0.3147	0.3928	0.3077	0.6152	0.156
Parm1	0.0092	0.0343	0.4542	0.0411	0.082	0.0976	0.0507	0.0224	0.0371	0.0437	0.0137	0.0577	0.0359	0.13	0.0427	0.1389	0.0241	0.037	0.104	0.0942	0.032	0.0663	0.0897	0.1755	0.0619	0.1069	0.0429
Parn	0.1254	0.153	0.2513	0.1946	0.271	0.1687	0.1676	0.1503	0.1698	0.1137	0.0964	0.2387	0.0759	0.142	0.0996	0.2587	0.1366	0.2269	0.1806	0.1302	0.2182	0.0969	0.0964	0.3228	0.2175	0.2449	0.1258
Parp1	0.7692	0.5129	0.5278	0.6821	0.6423	0.4355	0.6974	0.6327	1.0093	0.3869	0.2901	0.6445	0.3334	0.4441	0.4225	0.6242	0.3581	0.5947	0.4554	0.83	0.7628	0.393	0.3728	0.7338	0.591	0.8123	0.4373
Parp10	0.1014	0.829	0.5939	1.9666	0.3442	0.5746	0.2404	0.1812	0.3305	0.1704	0.2161	0.6106	0.1537	0.2049	0.5415	0.2604	0.1807	0.4707	0.2988	0.5611	0.2633	0.3112	0.2188	0.6128	0.5424	0.2887	0.1788
Parp11	0.341	0.2219	0.1901	0.3353	0.3389	0.2759	0.2176	0.2387	0.2677	0.199	0.1877	0.4986	0.2499	0.334	0.3871	0.4298	0.2062	0.4254	0.2481	0.3483	0.4815	0.3776	0.2555	0.5905	0.6987	0.4365	0.1997
Parp12	0.1541	7.3902	1.7208	5.5864	0.627	0.526	0.4175	0.4432	0.3327	0.3929	0.3123	0.4407	0.369	0.436	0.532	0.5413	0.4387	0.5599	0.555	0.6136	1.1348	0.4397	0.4751	0.4774	0.4986	0.5042	1.1
Parp14	0.3104	0.868	0.8682	5.6289	0.6136	0.5421	0.5578	0.4134	0.3966	0.5852	0.4422	1.3037	0.5845	0.3908	0.878	0.4901	0.3904	0.5458	0.569	0.5909	0.542	0.9634	0.4219	0.6958	0.4976	0.4963	0.672
Parp16	0.0089	0.0671	0.069	0.0388	0.0664	0.0886	0.0615	0.0383	0.041	0.0354	0.013	0.1108	0.018	0.0271	0.1873	0.0854	0.0226	0.0352	0.1532	0.085	0.0332	0.0386	0.0835	0.0892	0.1054	0.0543	0.0207
Parp2	0.4901	0.4793	0.386	0.3917	0.3563	0.5215	0.473	0.545	0.5588	0.2093	0.2483	0.3595	0.1812	0.2215	0.3166	0.2949	0.2394	0.3845	0.4407	0.7941	0.5215	0.3138	0.3241	0.4688	0.48	0.6454	0.2051
Parp3	0.33	1.1386	2.582	0.6778	0.7077	1.2131	0.4523	0.7781	0.7508	0.7193	0.5604	1.2039	0.4108	1.7312	0.6129	0.5638	0.4527	0.6424	1.229	0.7331	0.6732	0.4704	0.5128	0.7343	0.5948	0.5672	0.4515
Parp4	0.046	3.026	0.1511	3.3074	0.8769	0.5742	0.2702	0.3301	0.2684	0.1439	0.1123	0.2858	0.1408	0.1797	0.2626	0.559	0.1745	0.2431	0.2639	0.2607	0.2141	0.1572	0.1798	0.3304	0.1811	0.1822	0.1649
Parp6	0.5842	0.3767	0.3285	0.4322	0.3466	0.417	0.3224	0.313	0.3303	0.5177	0.5654	1.2127	0.7366	0.5359	0.5817	0.4183	0.4376	0.6793	0.5331	0.9715	1.0289	0.3652	0.4459	1.181	0.8352	0.8066	0.5018
Parp8	0.1634	0.1109	0.2735	0.2025	0.2919	0.2458	0.1641	0.1143	0.1182	0.1479	0.1431	0.5815	0.1821	0.1701	0.322	0.1505	0.2471	0.4121	0.3283	0.2046	0.8531	0.2442	0.239	0.615	0.3695	0.5296	0.2028
Parp9	0.1997	5.1414	1.1391	1.1357	0.5874	0.4978	0.6141	0.4148	0.2895	0.3692	0.5137	0.381	0.3318	0.8708	0.4749	0.4859	0.7366	0.5137	0.5485	0.5697	0.5545	0.3793	0.4197	0.7981	0.7323	0.4815	0.7523
Parpbp	0.0105	0.1745	0.1753	0.1407	0.1197	0.0782	0.2267	0.292	0.2901	0.0367	0.048	0.1051	0.0321	0.1023	0.0702	0.0722	0.0444	0.0662	0.0778	0.1575	0.107	0.0382	0.0516	0.063	0.0425	0.0389	0.0366
Pars2	0.0068	0.0461	0.1043	0.036	0.2689	0.0966	0.0655	0.1038	0.1053	0.02	0.0125	0.102	0.0348	0.0274	0.0437	0.132	0.0417	0.0777	0.046	0.0975	0.0301	0.042	0.0273	0.0952	0.0422	0.0396	0.0637
Parva	0.0931	0.524	0.3858	0.1041	0.6072	0.633	0.5112	0.4505	0.296	0.194	0.1069	0.1665	0.2298	0.2265	0.2918	0.1535	0.0697	0.3007	0.1598	0.2232	0.0973	0.0677	0.2114	0.154	0.1627	0.1702	0.0638
Parvb	0.1526	1.481	0.1574	0.193	0.2827	0.1341	0.1558	0.2086	0.1596	0.1056	0.1245	0.1365	0.1311	0.2151	0.1193	0.1202	0.2641	0.2728	0.2793	0.6089	0.1972	0.0943	0.1173	0.2116	0.135	0.3424	0.0838
Parvg	0.0923	0.4163	0.2804	27.1186	0.4689	0.4263	0.268	0.6162	0.3605	1.0719	0.7099	1.542	0.5484	0.3136	0.4008	0.3909	0.3	0.3926	0.4164	0.4371	0.3741	0.3089	0.3271	0.2707	0.3116	0.3178	0.2849
Pask	0.0439	0.2638	0.1155	0.237	0.759	0.2724	0.2053	0.121	0.3152	0.0675	0.0514	0.1899	0.187	0.0924	0.3966	0.1238	0.0833	0.2276	0.1499	0.1449	0.1861	0.0804	0.1642	0.24	0.2036	0.1883	0.1304
Pate2	0.834	0.9761	0.9957	1.2495	1.2219	1.1089	1.0647	1.7335	0.9094	0.871	0.7463	1.015	0.8306	0.9505	1.9993	1.1154	0.953	1.2024	2.3282	1.3413	2.0143	0.9884	1.0497	1.252	1.914	1.2504	3.3928
Pate4	0.5291	0.7842	0.7378	0.9681	0.9392	0.9567	0.8212	1.4922	1.6272	0.6963	0.6396	1.4318	2.8038	0.8165	0.9483	0.8864	0.7088	0.9364	0.9601	0.9825	0.9985	1.5117	0.849	0.9682	0.9643	1.52	0.6844
Patl1	0.2549	0.2626	0.2218	0.3684	0.2059	0.4201	0.2425	0.3027	0.2883	0.2114	0.1473	0.2384	0.1759	0.1239	0.1701	0.2101	0.1435	0.2028	0.1903	0.2233	0.3993	0.162	0.1947	0.3547	0.2482	0.3286	0.1371
Patz1	0.1866	0.1762	0.1451	0.1955	0.3562	0.2307	0.1564	0.1977	0.2642	0.3577	0.2972	0.2289	0.1782	0.2401	0.1585	0.1344	0.1279	0.3904	0.2342	0.1879	0.2646	0.131	0.1223	0.3055	0.2268	0.2138	0.1131
Pawr	0.0479	1.573	1.2586	0.322	1.0287	0.3063	1.5888	1.3431	1.294	0.1913	0.2837	0.1878	0.1623	0.2134	0.3105	0.2937	0.2047	0.2714	0.3159	0.314	0.2547	0.1922	0.2266	0.1663	0.2211	0.1996	0.1961
Pax3	0.1966	0.2736	0.4974	0.4838	1.4142	0.4625	1.7808	1.3621	0.359	0.3068	0.237	1.3025	0.2732	0.3327	0.4446	0.4215	0.3313	0.4602	0.9461	0.4941	0.8119	0.5322	1.1759	0.6301	0.4034	0.9106	0.6136
Pax5	0.4777	0.7141	1.2989	1.8281	0.9071	0.8513	0.6961	0.7504	0.947	0.6448	1.7906	0.6988	0.6143	0.7313	0.82	1.6812	0.702	0.8989	0.9369	0.9766	0.9491	1.3824	0.7557	0.8533	2.7483	0.885	0.6624
Pax6	0.0329	0.0831	0.176	0.2343	0.2713	0.085	0.7205	0.3256	0.1735	0.1487	0.4242	0.4245	0.064	0.1572	0.153	0.1452	0.0464	0.0751	0.0884	0.2727	0.0683	0.0482	0.1639	0.1761	0.0837	0.2214	0.0812
Pax6os1	1.0496	1.3203	1.8681	1.4664	1.3039	1.3247	1.2773	1.2569	1.596	0.9961	0.9493	1.1813	0.9489	1.0786	1.3415	1.2277	1.1249	1.4972	1.3616	1.6445	1.5785	1.2358	2.316	3.2537	1.496	1.5746	1.0238
Pax7	0.2528	0.5066	0.447	0.8437	0.5439	0.895	0.6704	0.7533	0.5599	0.2923	0.3547	1.31	0.4419	0.6307	1.3893	0.4125	0.312	0.4746	0.4806	0.5057	0.7131	0.691	0.3523	1.0359	0.4014	0.4375	0.3075
Pax8	0.0869	0.2554	0.5697	0.4865	0.3297	0.4268	0.5802	0.1668	0.107	0.1445	0.2654	0.3846	0.3473	0.3595	0.2492	0.2403	0.3034	0.2422	0.2617	0.2848	0.2331	0.9404	0.8006	0.5173	0.3003	0.284	0.4498
Paxbp1	0.9669	0.8742	0.5338	0.6781	0.7039	0.6936	0.6538	0.6199	0.6162	0.6236	0.4495	1.18	0.4577	0.6228	0.5524	0.6758	0.8299	0.8447	0.5993	0.8661	0.921	0.8198	0.5271	1.2034	0.9434	0.9989	0.5701
Paxip1	0.2667	0.2511	0.423	0.2606	0.5519	0.3946	0.2019	0.2339	0.2858	0.1339	0.1718	0.5025	0.3826	0.2058	0.2534	0.2728	0.2134	0.2898	0.2063	0.2414	0.4314	0.165	0.2201	0.3993	0.2329	0.4681	0.1367
Pbdc1	0.7398	0.6479	0.6562	0.8976	1.0876	0.9211	1.0279	1.1748	1.0954	0.2722	0.2586	0.464	0.3384	0.3623	0.9998	0.5928	0.3397	0.5391	0.5262	0.6312	0.636	0.474	0.6648	0.7458	0.775	0.6676	0.3047
Pbk	0.0059	0.5994	0.332	0.7391	0.3635	0.0572	1.2411	1.9073	2.6675	0.1532	0.0173	0.0507	0.047	0.0784	0.0539	0.0554	0.0285	0.0489	0.0628	0.0522	0.0368	0.0271	0.0369	0.0312	0.028	0.0297	0.0545
Pbld2	1.0349	1.4484	0.9688	1.3663	1.2654	1.2287	1.0708	1.1027	1.2675	0.8864	1.2408	1.0579	0.8835	3.6099	1.198	1.1077	0.9938	1.3723	1.2736	2.1408	1.3853	1.0488	1.0574	2.0336	1.7358	1.8378	0.9346
Pbrm1	3.0667	2.1627	1.6893	1.9482	2.2405	1.5551	1.6402	1.6408	1.8382	1.2716	1.176	2.6954	1.187	1.3122	1.6255	1.5271	1.5322	2.3596	2.3463	2.2104	2.4202	1.5719	1.4649	3.0912	2.1495	2.8738	1.2906
Pbx1	5.0969	3.0147	2.3856	3.1978	2.6162	2.8569	3.064	3.8694	3.5095	3.0979	3.2203	7.618	9.3846	12.1231	11.1652	9.3243	3.5319	8.7963	4.9713	5.1222	5.2653	3.1553	3.2308	6.0409	4.522	5.1132	2.8959
Pbx2	1.1306	0.8997	1.0659	0.8206	0.6076	0.7128	0.7116	1.1525	1.1957	0.7878	0.8474	1.0446	0.5127	0.6017	0.648	0.5589	0.8191	1.297	1.3806	1.3203	0.877	0.7226	0.5453	1.0883	0.9415	1.1377	0.7969
Pbx3	0.3988	0.2666	0.2049	0.316	0.276	0.3575	0.3466	0.2784	0.2377	0.3778	0.569	0.3985	0.7204	0.5532	0.7491	0.5848	0.2055	0.5005	0.4128	0.4386	1.0529	0.8378	0.3464	1.4486	1.2813	0.454	0.5592
Pbx4	0.0541	0.0585	0.0591	0.1019	0.5597	0.169	0.1908	0.0861	0.1059	0.107	0.0811	0.1153	0.0639	0.1051	0.0779	0.0498	0.1533	0.2067	0.2456	0.1395	0.1471	0.1066	0.0414	0.2696	0.0835	0.1008	0.0491
Pbxip1	0.0065	0.3949	0.2437	0.3015	1.4345	1.1531	1.0398	0.5212	0.1722	0.0313	0.0411	0.1161	0.0454	0.0213	0.0874	0.0751	0.0185	0.0305	0.0425	0.0367	0.0508	0.0179	0.0489	0.0667	0.0351	0.0832	0.0189
Pcbd1	0.5589	0.3799	0.2645	0.3836	0.6247	0.4097	0.5131	0.3503	0.3415	0.2564	0.2394	0.3859	0.272	0.2899	0.4527	0.3869	0.3156	0.7908	1.9714	0.6743	0.6632	0.6313	0.633	0.9207	0.8742	1.0076	0.2505
Pcbd2	0.0181	0.0671	0.0446	0.2036	0.1452	0.1311	0.0568	0.1015	0.0666	0.0209	0.0333	0.0513	0.0342	0.0447	0.1258	0.1195	0.0412	0.0395	0.0518	0.0474	0.0523	0.055	0.0293	0.0651	0.0744	0.0879	0.0237
Pcbp1	3.003	2.2093	2.1459	1.9769	1.7434	1.5975	1.6049	2.0416	2.0293	1.7846	1.19	1.7941	1.1142	1.2736	1.5462	1.3819	1.9197	2.0226	1.8014	2.1774	2.5887	1.3973	1.4097	2.6903	2.1329	2.3734	1.2161
Pcbp2	2.2711	2.0513	1.7198	1.8901	1.9731	1.3564	1.5041	2.0499	1.5032	1.2503	1.0092	1.6264	0.8122	1.1276	1.2002	1.0932	0.9989	1.6198	1.2918	1.6582	1.7847	1.0474	1.087	2.003	1.6383	1.8934	0.8364
Pcbp3	0.0694	0.1069	0.0886	0.0963	0.0957	0.1629	0.1279	0.1609	0.1191	0.124	0.0528	0.1369	0.0549	0.0659	0.1063	0.1304	0.094	0.0933	0.2083	0.1451	0.1707	0.1569	0.1157	0.3086	0.1889	1.0415	0.1019
Pcbp4	2.6502	1.5685	1.3775	1.7112	1.391	1.3833	1.5817	2.6267	2.905	3.4367	2.6793	3.9313	2.3733	2.5852	2.6697	3.0096	2.7483	3.2747	4.0961	4.4024	3.8149	2.3284	2.0839	3.3903	3.8262	4.5737	2.6307
Pcca	0.0628	0.2896	0.258	0.2779	0.274	0.2224	0.1284	0.1256	0.1424	0.1538	0.0677	0.0687	0.0477	0.0413	0.0622	0.1508	0.0527	0.2108	0.0968	0.1288	0.1387	0.0914	0.1456	0.2286	0.1559	0.0789	0.0624
Pccb	0.392	0.3274	0.2199	0.5907	0.2817	0.5113	0.4166	0.275	0.2324	0.1692	0.2618	0.2422	0.278	0.1968	0.254	0.314	0.2611	0.5554	0.3359	0.6642	0.4281	0.3298	0.4168	0.7241	0.6225	0.6421	0.1863
Pcdh1	0.0188	0.8851	0.3244	0.1256	0.191	0.1256	0.1055	0.1257	0.0382	0.0657	0.1307	0.1095	0.0604	0.0791	0.1156	0.4096	0.0684	0.2249	0.1271	0.1306	0.0965	0.2105	0.4061	0.1975	0.1476	0.1325	0.1438
Pcdh10	0.6165	0.5492	0.3602	0.562	1.6143	1.718	1.9692	0.7436	0.3322	0.2557	0.3245	1.1024	0.9831	0.7164	1.5848	1.1473	0.3708	1.3631	0.4964	0.771	0.5678	1.7976	1.2248	3.9274	1.4972	0.605	0.7478
Pcdh11x	0.317	0.2516	0.2344	0.4429	0.4844	0.2713	0.3952	0.267	0.1816	0.1472	0.1779	1.2033	0.181	0.3688	0.2887	0.2098	1.2618	1.7255	0.7084	1.3283	0.3944	0.8968	0.7775	1.5589	0.9421	0.8985	0.412
Pcdh12	0.0046	1.5002	0.5457	0.0759	0.1287	0.0876	0.0667	0.0392	0.0201	0.041	0.0545	0.2713	0.0372	0.1208	0.0855	0.078	0.041	0.0691	0.218	0.0864	0.057	0.0421	0.05	0.0245	0.0408	0.0386	0.0416
Pcdh15	0.0719	0.0921	0.0625	0.0893	0.1973	0.1037	0.0951	0.0818	0.0563	0.079	0.0425	0.142	0.0931	0.0833	0.1216	0.1626	0.2431	0.1215	0.1034	0.209	0.1783	0.3279	0.3483	0.4112	0.2007	0.1684	0.1676
Pcdh17	1.7668	1.2303	0.8714	1.2421	1.5477	1.6444	2.7952	1.0353	0.9029	1.1779	0.7413	1.9662	0.6462	0.7664	1.6122	3.4029	1.1465	3.306	1.857	1.9695	2.2971	4.2946	4.0637	8.3752	3.72	1.4691	1.5279
Pcdh18	0.1187	0.1865	3.1185	0.2378	0.2117	0.157	0.1195	0.2766	0.3266	0.0713	0.0833	0.1327	0.0658	0.0932	0.2537	0.4516	0.1045	0.1565	0.1573	0.266	0.2657	0.2771	0.344	0.5133	0.1428	0.2696	0.0751
Pcdh19	0.4946	1.1663	0.5171	0.5182	0.4172	0.861	0.7178	0.3589	0.2613	0.2456	0.2528	1.2148	0.2562	0.3901	0.4597	0.5286	0.3468	2.1926	1.4543	0.4032	2.0263	0.989	1.0947	3.1493	1.814	0.9255	0.8904
Pcdh20	0.0224	0.0754	0.0381	0.0736	0.1203	0.0753	0.1072	0.0406	0.0479	0.1038	0.0845	0.2079	0.0594	0.1453	0.0724	0.2199	0.043	0.0715	0.1561	0.1638	0.4764	0.1541	0.0967	0.2355	0.1897	0.2627	0.1115
Pcdh7	0.6099	0.4171	0.2984	0.4555	0.9062	0.476	0.6196	0.37	0.399	0.2346	0.299	1.2818	0.3078	0.453	0.597	0.4244	0.4826	0.8826	0.4458	0.4907	1.0176	0.7319	0.4364	1.7608	0.539	1.1111	0.403
Pcdh8	0.428	0.2882	0.2421	0.3306	0.4793	0.5047	0.7299	1.0849	0.6653	0.5315	0.2015	0.4381	0.4512	0.5765	0.3571	0.4188	0.3722	0.4788	0.3301	0.8148	0.6807	0.5241	0.2801	1.3676	0.4362	0.491	0.3629
Pcdh9	1.1869	0.7294	0.7277	0.9021	0.7229	1.1233	1.0494	0.7837	0.6747	0.6301	1.0985	3.0132	0.5168	0.494	0.6574	0.6251	2.1154	2.5318	0.8826	3.2636	2.0274	1.6983	1.0458	3.3995	1.6849	10.5956	1.2126
Pcdha1	0.5621	0.7707	0.7368	1.0542	0.9784	0.9734	0.7936	0.806	1.0126	0.668	1.2227	0.7711	0.6435	0.7579	0.9629	0.8903	1.4343	1.9456	0.9857	1.9477	1.0736	0.7836	1.6641	1.2809	0.9278	2.636	0.7029
Pcdha10	0.1211	0.1894	0.1697	0.2763	0.3394	1.2579	0.3191	0.1786	0.2376	0.2587	0.2273	0.3691	0.4662	0.1942	0.254	0.4358	0.2807	0.6525	0.2848	0.5057	0.2429	0.285	0.3294	0.8447	0.5873	0.2608	0.1602
Pcdha11	0.1404	0.2341	0.152	0.27	0.3129	0.2677	0.2919	0.2717	0.1476	0.1524	0.1653	0.3684	0.3391	0.6869	0.4799	0.2465	0.3974	0.257	0.281	0.2986	0.3612	0.5324	0.1946	0.5384	0.3672	0.9343	0.3953
Pcdha12	0.0097	0.0207	0.0269	0.0972	0.0671	0.0751	0.0648	0.0185	0.0117	0.0651	0.0397	0.0277	0.0437	0.0451	0.0711	0.0663	0.0769	0.0644	0.0847	0.229	0.0499	0.1501	0.1193	0.1939	0.1308	0.1648	0.0545
Pcdha2	0.0962	0.1515	0.2073	0.3956	0.3101	0.2412	0.2015	0.1639	0.0962	0.1288	0.1009	0.3492	0.2159	0.2724	0.441	0.4183	0.2411	0.3792	0.2372	0.247	0.3288	0.2374	0.8943	0.5187	0.6382	0.8768	0.5415
Pcdha3	0.0113	0.0151	0.0585	0.0356	0.0661	0.0733	0.0768	0.0194	0.0226	0.0308	0.0383	0.0792	0.0403	0.0461	0.1558	0.2577	0.0587	0.0906	0.1729	0.1215	0.1026	0.1522	0.0718	0.1373	0.1236	0.1186	0.0321
Pcdha4	1.1144	1.4298	1.218	1.5986	1.4222	1.5155	1.2857	1.2969	1.2179	1.1305	1.0478	1.254	1.0845	1.1881	1.3644	1.372	1.2018	1.6528	1.4557	1.7201	3.1119	1.2591	2.6347	1.6461	2.7049	1.6408	1.1004
Pcdha4-g	0.0111	0.0222	0.0348	0.0395	0.0767	0.1446	0.0426	0.0216	0.0228	0.0371	0.0228	0.0526	0.0496	0.1187	0.0422	0.0412	0.1397	0.1088	0.0439	0.0435	0.0899	0.1344	0.1506	0.103	0.1354	0.0734	0.0207
Pcdha5	0.6576	0.437	0.3388	0.6801	0.6481	0.5719	0.5859	0.3986	0.3242	0.2965	0.2691	1.1233	0.4414	0.5232	1.2034	0.9309	0.584	0.8485	0.8896	0.9884	1.3043	0.9232	0.9673	3.7779	3.0642	1.5872	0.6842
Pcdha6	0.2098	0.3818	0.3208	0.7839	0.5225	0.4465	0.3013	0.3318	0.2327	0.5232	0.2268	0.3159	0.2851	0.6974	0.4266	0.8132	0.3096	2.1317	0.932	0.4871	1.1782	0.5451	1.1057	1.7434	0.8609	0.5623	0.5096
Pcdha7	0.0111	0.0504	0.0295	0.0605	0.1008	0.0684	0.0677	0.0364	0.0431	0.0298	0.1155	0.0597	0.0543	0.043	0.2011	0.0601	0.0354	0.1126	0.1483	0.3165	0.0929	0.0607	0.0896	0.19	0.0634	0.1592	0.1316
Pcdha8	0.0075	0.0215	0.0502	0.0394	0.0724	0.0437	0.0288	0.0204	0.041	0.0184	0.0209	0.1449	0.0174	0.027	0.0786	0.1732	0.0402	0.0707	0.0895	0.0869	0.0918	0.0366	0.0498	0.0819	0.0399	0.0512	0.0626
Pcdha9	0.1263	0.3231	0.2615	0.3948	0.4402	0.3782	0.4443	0.2747	0.1869	0.2438	0.3262	0.7408	1.3352	0.2929	0.7086	0.3686	0.5295	0.3603	0.3953	0.8446	0.3702	0.8018	0.6428	2.4069	0.2923	0.7517	0.2399
Pcdhac1	0.2192	0.3819	0.4003	0.5958	0.5773	0.5572	0.4073	0.4093	0.7105	0.712	0.3096	0.7083	0.3509	0.8833	0.522	0.4987	0.4039	0.5576	0.5388	0.6223	0.5563	0.699	0.9633	0.8317	8.0326	0.48	2.1562
Pcdhac2	0.0179	0.0376	0.0309	0.043	0.0755	0.077	0.102	0.2046	0.0376	0.0347	0.0555	0.0342	0.028	0.0476	0.1663	0.04	0.0558	0.0394	0.0507	0.1286	0.0862	0.1182	0.0757	0.1797	0.7289	0.1883	0.0387
Pcdhb10	0.2848	0.432	0.4607	0.6624	0.6931	0.5901	0.4594	0.8906	1.5454	0.4363	0.6087	0.4658	0.4146	0.8925	0.6146	0.5947	0.8809	2.2083	0.6703	0.7028	0.6484	0.4834	0.514	2.2255	0.9869	0.9197	0.8612
Pcdhb11	0.0834	0.1741	0.193	0.3428	0.3999	0.3177	0.9854	0.2122	0.2227	0.2003	0.1354	0.3566	0.1891	0.2256	0.2966	0.6755	0.2159	0.3182	2.0567	1.3377	0.9511	0.2173	0.8607	0.8541	1.0344	1.2269	0.2215
Pcdhb12	0.2827	0.5107	0.6423	0.604	0.6482	0.5287	0.4025	0.4512	0.3172	0.3602	1.1172	2.1474	1.015	0.4579	0.549	0.5341	0.4387	0.5871	0.5638	1.0646	0.5713	0.4425	0.8303	1.9839	1.0773	1.0633	0.3792
Pcdhb13	0.3158	0.4608	0.7703	0.5882	0.6016	0.5244	0.383	0.4028	0.3025	0.601	0.3888	0.9879	0.5326	1.1681	1.0471	0.8937	0.3913	0.5458	0.5814	1.0785	0.5346	0.9556	0.7201	1.3501	0.6862	0.6923	0.5651
Pcdhb14	0.0111	0.1635	0.0359	0.0731	0.1282	0.0834	0.062	0.0412	0.0358	0.0756	0.0254	0.0358	0.0659	0.1101	0.0789	0.1689	0.0859	0.2258	0.1933	0.084	0.1185	0.2291	0.0544	0.41	0.17	0.0727	0.1804
Pcdhb15	0.3093	0.758	0.9468	0.6099	1.4693	0.5529	0.9677	0.4653	0.4415	0.3766	0.3045	0.4034	0.6061	0.4256	0.5523	0.5274	0.4099	0.9488	1.1139	0.6394	0.9404	0.6802	0.476	1.2759	3.1082	0.5243	0.3795
Pcdhb16	0.0475	0.0898	0.0418	0.0594	0.0822	0.1389	0.1192	0.0631	0.0857	0.1087	0.0466	0.2786	0.0671	0.0598	0.1755	0.1607	0.14	0.1433	0.1438	0.3751	0.2171	0.1639	0.3011	0.3759	0.1328	0.0787	0.0838
Pcdhb17	0.0955	0.1251	0.0704	0.0949	0.1015	0.1834	0.118	0.0846	0.0779	0.0555	0.0613	0.1667	0.1639	0.1201	0.17	0.3397	0.1618	0.1663	0.1533	0.0968	0.1672	0.1131	0.2076	0.314	0.1311	0.2149	0.1436
Pcdhb18	0.0245	0.0486	0.0993	0.0774	0.0719	0.1287	0.0699	0.0739	0.0265	0.0508	0.0254	0.1475	0.099	0.0827	0.0443	0.1682	0.0593	0.1691	0.0819	0.13	0.0861	0.0546	0.053	0.1778	0.0734	0.1723	0.064
Pcdhb19	0.0387	0.049	0.049	0.0532	0.1345	0.0519	0.0613	0.0744	0.0473	0.0514	0.039	0.0496	0.0559	0.0515	0.078	0.0673	0.0982	0.0995	0.0566	0.1687	0.0889	0.0689	0.0702	0.1495	0.0743	0.1411	0.0395
Pcdhb2	0.0085	0.0584	0.0255	0.0514	0.0904	0.1275	0.0225	0.0279	0.0243	0.0508	0.0462	0.0761	0.022	0.114	0.0523	0.114	0.0578	0.146	0.1276	0.1867	0.0766	0.1105	0.0755	0.1968	0.1128	0.1272	0.0268
Pcdhb20	0.0119	0.1243	0.0201	0.0766	0.1392	0.0886	0.06	0.0339	0.0133	0.0315	0.0313	0.1555	0.0306	0.1006	0.1228	0.2193	0.085	0.1022	0.0462	0.0801	0.1071	0.135	0.112	0.1741	0.1377	0.1907	0.1769
